,vorname,anzahl,geschlecht,bezirke,name length
10120,Miraç,4,m,mitte,5
10121,Niklas,4,m,mitte,6
10122,Noé,4,m,mitte,3
10123,Raphael,4,m,mitte,7
10124,Rayan,4,m,mitte,5
10125,Ruben,4,m,mitte,5
10126,Salih,4,m,mitte,5
10127,Stefan,4,m,mitte,6
10128,Stephan,4,m,mitte,7
10129,Tarik,4,m,mitte,5
10130,Titus,4,m,mitte,5
10131,Tobias,4,m,mitte,6
10132,Tom,4,m,mitte,3
10133,Tristan,4,m,mitte,7
10134,Umar,4,m,mitte,4
10135,Valentino,4,m,mitte,9
10136,Aaliyah,3,w,mitte,7
10137,Aleyna,3,w,mitte,6
10138,Amélie,3,w,mitte,6
10139,Ana,3,w,mitte,3
10140,Anita,3,w,mitte,5
10141,Anni,3,w,mitte,4
10142,Arsen,3,w,mitte,5
10143,Athena,3,w,mitte,6
10144,Auguste,3,w,mitte,7
10145,Aurelia,3,w,mitte,7
10146,Ayla,3,w,mitte,4
10147,Bảo,3,w,mitte,3
10148,Cansu,3,w,mitte,5
10149,Catherine,3,w,mitte,9
10150,Chloé,3,w,mitte,5
10151,Constance,3,w,mitte,9
10152,Cosima,3,w,mitte,6
10153,Damla,3,w,mitte,5
10154,Ece,3,w,mitte,3
10155,Ecrin,3,w,mitte,5
10156,Edda,3,w,mitte,4
10157,Eliana,3,w,mitte,6
10158,Esila,3,w,mitte,5
10159,Esra,3,w,mitte,4
10160,Felicitas,3,w,mitte,9
10161,Flora,3,w,mitte,5
10162,Franziska,3,w,mitte,9
10163,Grace,3,w,mitte,5
10164,Hailey,3,w,mitte,6
10165,Hana,3,w,mitte,4
10166,Hasan,3,w,mitte,5
10167,Hawa,3,w,mitte,4
10168,Hayat,3,w,mitte,5
10169,Hazal,3,w,mitte,5
10170,Hoàng,3,w,mitte,5
10171,Hân,3,w,mitte,3
10172,Ilayda,3,w,mitte,6
10173,Irina,3,w,mitte,5
10174,Isabell,3,w,mitte,7
10175,Jo,3,w,mitte,2
10176,Jonna,3,w,mitte,5
10177,Abbas,3,m,mitte,5
10178,Juliana,3,w,mitte,7
10179,Adil,3,m,mitte,4
10180,Kira,3,w,mitte,4
10181,Ahmed,3,m,mitte,5
10182,Lamis,3,w,mitte,5
10183,Albrecht,3,m,mitte,8
10184,Lana,3,w,mitte,4
10185,Aleksander,3,m,mitte,10
10186,Lavin,3,w,mitte,5
10187,Alexis,3,m,mitte,6
10188,Layan,3,w,mitte,5
10189,Altan,3,m,mitte,5
10190,Leonore,3,w,mitte,7
10191,Andreas,3,m,mitte,7
10192,Linh,3,w,mitte,4
10193,Andrei,3,m,mitte,6
10194,Livia,3,w,mitte,5
10195,Anthony,3,m,mitte,7
10196,Lore,3,w,mitte,4
10197,Antonio,3,m,mitte,7
10198,Lucy,3,w,mitte,4
10199,Aram,3,m,mitte,4
10200,Mai,3,w,mitte,3
10201,Arda,3,m,mitte,4
10202,Maira,3,w,mitte,5
10203,Ariel,3,m,mitte,5
10204,Margarethe,3,w,mitte,10
10205,Arik,3,m,mitte,4
10206,Marina,3,w,mitte,6
10207,Armin,3,m,mitte,5
10208,Melissa,3,w,mitte,7
10209,Aslan,3,m,mitte,5
10210,Melody,3,w,mitte,6
10211,Azad,3,m,mitte,4
10212,Merle,3,w,mitte,5
10213,Bao,3,m,mitte,3
10214,Michelle,3,w,mitte,8
10215,Batu,3,m,mitte,4
10216,Milena,3,w,mitte,6
10217,Bernd,3,m,mitte,5
10218,Mohamed,3,w,mitte,7
10219,Brian,3,m,mitte,5
10220,Naya,3,w,mitte,4
10221,Béla,3,m,mitte,4
10222,Nhi,3,w,mitte,3
10223,Carlo,3,m,mitte,5
10224,Olga,3,w,mitte,4
10225,Cebrail,3,m,mitte,7
10226,Paulina,3,w,mitte,7
10227,Clemens,3,m,mitte,7
10228,Phương,3,w,mitte,6
10229,Denis,3,m,mitte,5
10230,Rabia,3,w,mitte,5
10231,Deniz,3,m,mitte,5
10232,Regina,3,w,mitte,6
10233,Devran,3,m,mitte,6
10234,Selina,3,w,mitte,6
10235,Dieter,3,m,mitte,6
10236,Sila,3,w,mitte,4
10237,Eliah,3,m,mitte,5
10238,Theresia,3,w,mitte,8
10239,Elliot,3,m,mitte,6
10240,Tilda,3,w,mitte,5
10241,Emirhan,3,m,mitte,7
10242,Wilhelmine,3,w,mitte,10
10243,Enno,3,m,mitte,4
10244,Yara,3,w,mitte,4
10245,Erwin,3,m,mitte,5
10246,Yasmina,3,w,mitte,7
10247,Fares,3,m,mitte,5
10248,Zahra,3,w,mitte,5
10249,Faris,3,m,mitte,5
10250,Zeinab,3,w,mitte,6
10251,Filip,3,m,mitte,5
10252,Zeliha,3,w,mitte,6
10253,Fridolin,3,m,mitte,8
10254,Zoey,3,w,mitte,4
10255,Fynn,3,m,mitte,4
10256,Zümra,3,w,mitte,5
10257,Hadi,3,m,mitte,4
10258,Hannes,3,m,mitte,6
10259,Henning,3,m,mitte,7
10260,Hermann,3,m,mitte,7
10261,Issa,3,m,mitte,4
10262,Jack,3,m,mitte,4
10263,Jaro,3,m,mitte,4
10264,Jaron,3,m,mitte,5
10265,Jasper,3,m,mitte,6
10266,Jimmy,3,m,mitte,5
10267,Joachim,3,m,mitte,7
10268,José,3,m,mitte,4
10269,Justin,3,m,mitte,6
10270,Kasimir,3,m,mitte,7
10271,Kerem,3,m,mitte,5
10272,Khang,3,m,mitte,5
10273,Khánh,3,m,mitte,5
10274,Klaus,3,m,mitte,5
10275,Kwaku,3,m,mitte,5
10276,Leandro,3,m,mitte,7
10277,Lennox,3,m,mitte,6
10278,Lenny,3,m,mitte,5
10279,Lutz,3,m,mitte,4
10280,Magnus,3,m,mitte,6
10281,Mahir,3,m,mitte,5
10282,Malek,3,m,mitte,5
10283,Manfred,3,m,mitte,7
10284,Mario,3,m,mitte,5
10285,Marlon,3,m,mitte,6
10286,Mathias,3,m,mitte,7
10287,Mathis,3,m,mitte,6
10288,Mats,3,m,mitte,4
10289,Mattes,3,m,mitte,6
10290,Matthias,3,m,mitte,8
10291,Maurice,3,m,mitte,7
10292,Muhamed,3,m,mitte,7
10293,Nathanael,3,m,mitte,9
10294,Nicolas,3,m,mitte,7
10295,Nikolai,3,m,mitte,7
10296,Nils,3,m,mitte,4
10297,Nino,3,m,mitte,4
10298,Osman,3,m,mitte,5
10299,Pascal,3,m,mitte,6
10300,Patrick,3,m,mitte,7
10301,Pepe,3,m,mitte,4
10302,Phúc,3,m,mitte,4
10303,Ralf,3,m,mitte,4
10304,Ramadan,3,m,mitte,7
10305,Rio,3,m,mitte,3
10306,Ronny,3,m,mitte,5
10307,Said,3,m,mitte,4
10308,Seymen,3,m,mitte,6
10309,Sinan,3,m,mitte,5
10310,Taim,3,m,mitte,4
10311,Taylor,3,m,mitte,6
10312,Taym,3,m,mitte,4
10313,Teo,3,m,mitte,3
10314,Till,3,m,mitte,4
10315,Timur,3,m,mitte,5
10316,Toni,3,m,mitte,4
10317,Tony,3,m,mitte,4
10318,Ulrich,3,m,mitte,6
10319,Victor,3,m,mitte,6
10320,Yahya,3,m,mitte,5
10321,Yannick,3,m,mitte,7
10322,Yasir,3,m,mitte,5
10323,Đức,3,m,mitte,3
10324,Acelya,2,w,mitte,6
10325,Adele,2,w,mitte,5
10326,Adelina,2,w,mitte,7
10327,Afra,2,w,mitte,4
10328,Aischa,2,w,mitte,6
10329,Alaa,2,w,mitte,4
10330,Alara,2,w,mitte,5
10331,Alessandra,2,w,mitte,10
10332,Alicia,2,w,mitte,6
10333,Alisar,2,w,mitte,6
10334,Alissa,2,w,mitte,6
10335,Aliyah,2,w,mitte,6
10336,Amanda,2,w,mitte,6
10337,Amani,2,w,mitte,5
10338,Amela,2,w,mitte,5
10339,Amilia,2,w,mitte,6
10340,Amy,2,w,mitte,3
10341,Anabella,2,w,mitte,8
10342,Anelia,2,w,mitte,6
10343,Anisa,2,w,mitte,5
10344,Anissa,2,w,mitte,6
10345,Annabell,2,w,mitte,8
10346,Annabelle,2,w,mitte,9
10347,Annika,2,w,mitte,6
10348,Ariana,2,w,mitte,6
10349,Arianna,2,w,mitte,7
10350,Arijana,2,w,mitte,7
10351,Arin,2,w,mitte,4
10352,Arya,2,w,mitte,4
10353,Asare,2,w,mitte,5
10354,Asel,2,w,mitte,4
10355,Asenova,2,w,mitte,7
10356,Ashley,2,w,mitte,6
10357,Asli,2,w,mitte,4
10358,Asma,2,w,mitte,4
10359,Attaa,2,w,mitte,5
10360,Augusta,2,w,mitte,7
10361,Aurora,2,w,mitte,6
10362,Aya,2,w,mitte,3
10363,Ayat,2,w,mitte,4
10364,Bao,2,w,mitte,3
10365,Batool,2,w,mitte,6
10366,Batul,2,w,mitte,5
10367,Beren,2,w,mitte,5
10368,Berfin,2,w,mitte,6
10369,Bernadette,2,w,mitte,10
10370,Betül,2,w,mitte,5
10371,Beyza,2,w,mitte,5
10372,Blume,2,w,mitte,5
10373,Camilla,2,w,mitte,7
10374,Carmen,2,w,mitte,6
10375,Catalina,2,w,mitte,8
10376,Caterina,2,w,mitte,8
10377,Catharina,2,w,mitte,9
10378,Cecilia,2,w,mitte,7
10379,Celina,2,w,mitte,6
10380,Ceylin,2,w,mitte,6
10381,Charlott,2,w,mitte,8
10382,Charlotta,2,w,mitte,9
10383,Chi,2,w,mitte,3
10384,Christa,2,w,mitte,7
10385,Claire,2,w,mitte,6
10386,Coco,2,w,mitte,4
10387,Dagmar,2,w,mitte,6
10388,Daria,2,w,mitte,5
10389,Delal,2,w,mitte,5
10390,Denisa,2,w,mitte,6
10391,Abdel,2,m,mitte,5
10392,Diana,2,w,mitte,5
10393,Abdulrahman,2,m,mitte,11
10394,Didem,2,w,mitte,5
10395,Abdurahman,2,m,mitte,10
10396,Dilan,2,w,mitte,5
10397,Abdurrahman,2,m,mitte,11
10398,Dilek,2,w,mitte,5
10399,Abraham,2,m,mitte,7
10400,Duru,2,w,mitte,4
10401,Achilles,2,m,mitte,8
10402,Edanur,2,w,mitte,6
10403,Adnan,2,m,mitte,5
10404,Elaine,2,w,mitte,6
10405,Aiden,2,m,mitte,5
10406,Eleanor,2,w,mitte,7
10407,Alain,2,m,mitte,5
10408,Eleni,2,w,mitte,5
10409,Alan,2,m,mitte,4
10410,Eleonora,2,w,mitte,8
10411,Aleandro,2,m,mitte,8
10412,Eleonore,2,w,mitte,8
10413,Alexandru,2,m,mitte,9
10414,Elin,2,w,mitte,4
10415,Alfie,2,m,mitte,5
10416,Elli,2,w,mitte,4
10417,Alija,2,m,mitte,5
10418,Ellie,2,w,mitte,5
10419,Alparslan,2,m,mitte,9
10420,Elmira,2,w,mitte,6
10421,Alper,2,m,mitte,5
10422,Emely,2,w,mitte,5
10423,Angelo,2,m,mitte,6
10424,Emilya,2,w,mitte,6
10425,Anh,2,m,mitte,3
10426,Emira,2,w,mitte,5
10427,Ares,2,m,mitte,4
10428,Enie,2,w,mitte,4
10429,Armando,2,m,mitte,7
10430,Enisa,2,w,mitte,5
10431,Arne,2,m,mitte,4
10432,Esin,2,w,mitte,4
10433,Arvid,2,m,mitte,5
10434,Esmira,2,w,mitte,6
10435,Asaf,2,m,mitte,4
10436,Eve,2,w,mitte,3
10437,Atila,2,m,mitte,5
10438,Ewa,2,w,mitte,3
10439,Avery,2,m,mitte,5
10440,Fanny,2,w,mitte,5
10441,Ayoub,2,m,mitte,5
10442,Farida,2,w,mitte,6
10443,Batuhan,2,m,mitte,7
10444,Federica,2,w,mitte,8
10445,Baz,2,m,mitte,3
10446,Felina,2,w,mitte,6
10447,Bennet,2,m,mitte,6
10448,Filiz,2,w,mitte,5
10449,Bernhard,2,m,mitte,8
10450,Filomena,2,w,mitte,8
10451,Bodo,2,m,mitte,4
10452,Finja,2,w,mitte,5
10453,Božidar,2,m,mitte,7
10454,Fiona,2,w,mitte,5
10455,Burak,2,m,mitte,5
10456,Flore,2,w,mitte,5
10457,Bảo,2,m,mitte,3
10458,Florence,2,w,mitte,8
10459,Caleb,2,m,mitte,5
10460,Frances,2,w,mitte,7
10461,Carsten,2,m,mitte,7
10462,Freya,2,w,mitte,5
10463,Casper,2,m,mitte,6
10464,Fritzi,2,w,mitte,6
10465,Cedric,2,m,mitte,6
10466,Gabriela,2,w,mitte,8
10467,Chris,2,m,mitte,5
10468,Gamze,2,w,mitte,5
10469,Christ,2,m,mitte,6
10470,Gerda,2,w,mitte,5
10471,Claas,2,m,mitte,5
10472,Gisela,2,w,mitte,6
10473,Collin,2,m,mitte,6
10474,Gloria,2,w,mitte,6
10475,Conrad,2,m,mitte,6
10476,Gretchen,2,w,mitte,8
10477,Dante,2,m,mitte,5
10478,Hala,2,w,mitte,4
10479,Daris,2,m,mitte,5
10480,Halime,2,w,mitte,6
10481,Dion,2,m,mitte,4
10482,Hanan,2,w,mitte,5
10483,Diyar,2,m,mitte,5
10484,Hanife,2,w,mitte,6
10485,Dorian,2,m,mitte,6
10486,Haya,2,w,mitte,4
10487,Duc,2,m,mitte,3
10488,Hedwig,2,w,mitte,6
10489,Dwayne,2,m,mitte,6
10490,Heidi,2,w,mitte,5
10491,Edin,2,m,mitte,4
10492,Heike,2,w,mitte,5
10493,Edmund,2,m,mitte,6
10494,Helen,2,w,mitte,5
10495,Edward,2,m,mitte,6
10496,Hermine,2,w,mitte,7
10497,Eli,2,m,mitte,3
10498,Hiba,2,w,mitte,4
10499,Elia,2,m,mitte,4
10500,Hilda,2,w,mitte,5
10501,Elijah,2,m,mitte,6
10502,Hoda,2,w,mitte,4
10503,Eliot,2,m,mitte,5
10504,Holly,2,w,mitte,5
10505,Ellis,2,m,mitte,5
10506,Hümeyra,2,w,mitte,7
10507,Elvir,2,m,mitte,5
10508,Ikra,2,w,mitte,4
10509,Emile,2,m,mitte,5
10510,Iris,2,w,mitte,4
10511,Emmanuel,2,m,mitte,8
10512,Irma,2,w,mitte,4
10513,Enzo,2,m,mitte,4
10514,Jasmina,2,w,mitte,7
10515,Evan,2,m,mitte,4
10516,Jeanne,2,w,mitte,6
10517,Fernando,2,m,mitte,8
10518,Jennifer,2,w,mitte,8
10519,Fiete,2,m,mitte,5
10520,Jenny,2,w,mitte,5
10521,Francis,2,m,mitte,7
10522,Jill,2,w,mitte,4
10523,Francisco,2,m,mitte,9
10524,Jolanda,2,w,mitte,7
10525,Fred,2,m,mitte,4
10526,Jolie,2,w,mitte,5
10527,Frederic,2,m,mitte,8
10528,Jolina,2,w,mitte,6
10529,Frederick,2,m,mitte,9
10530,Juli,2,w,mitte,4
10531,Furkan,2,m,mitte,6
10532,Julie,2,w,mitte,5
10533,Georgios,2,m,mitte,8
10534,June,2,w,mitte,4
10535,Giovanni,2,m,mitte,8
10536,Karin,2,w,mitte,5
10537,Güney,2,m,mitte,5
10538,Katarzyna,2,w,mitte,9
10539,Günter,2,m,mitte,6
10540,Kaur,2,w,mitte,4
10541,Hanno,2,m,mitte,5
10542,Kaya,2,w,mitte,4
10543,Harry,2,m,mitte,5
10544,Keira,2,w,mitte,5
10545,Hartmut,2,m,mitte,7
10546,Khadija,2,w,mitte,7
10547,Harun,2,m,mitte,5
10548,Khánh,2,w,mitte,5
10549,Heinz,2,m,mitte,5
10550,Lavinia,2,w,mitte,7
10551,Hexuan,2,m,mitte,6
10552,Layla,2,w,mitte,5
10553,Hoang,2,m,mitte,5
10554,Leah,2,w,mitte,4
10555,Horst,2,m,mitte,5
10556,Leana,2,w,mitte,5
10557,Ian,2,m,mitte,3
10558,Leen,2,w,mitte,4
10559,İbrahim,2,m,mitte,7
10560,Leila,2,w,mitte,5
10561,Isa,2,m,mitte,3
10562,Lejla,2,w,mitte,5
10563,Isak,2,m,mitte,4
10564,Leonie-Sophie,2,w,mitte,13
10565,Ismael,2,m,mitte,6
10566,Leticia,2,w,mitte,7
10567,Izet,2,m,mitte,4
10568,Letizia,2,w,mitte,7
10569,Jad,2,m,mitte,3
10570,Lieselotte,2,w,mitte,10
10571,Jaden,2,m,mitte,5
10572,Lili,2,w,mitte,4
10573,Jamal,2,m,mitte,5
10574,Lilli,2,w,mitte,5
10575,Jamil,2,m,mitte,5
10576,Lily,2,w,mitte,4
10577,Janosch,2,m,mitte,7
10578,Linn,2,w,mitte,4
10579,Jean,2,m,mitte,4
10580,Luciana,2,w,mitte,7
10581,Jeremias,2,m,mitte,8
10582,Lucie,2,w,mitte,5
10583,Jesko,2,m,mitte,5
10584,Luzia,2,w,mitte,5
10585,Jesse,2,m,mitte,5
10586,Lê,2,w,mitte,2
10587,Jibrail,2,m,mitte,7
10588,Madina,2,w,mitte,6
10589,Jibriel,2,m,mitte,7
10590,Malaak,2,w,mitte,6
10591,Joaquin,2,m,mitte,7
10592,Malin,2,w,mitte,5
10593,Jon,2,m,mitte,3
10594,Malina,2,w,mitte,6
10595,Jordan,2,m,mitte,6
10596,Malisa,2,w,mitte,6
10597,Jordi,2,m,mitte,5
10598,Malou,2,w,mitte,5
10599,Juri,2,m,mitte,4
10600,Malu,2,w,mitte,4
10601,Jörg,2,m,mitte,4
10602,Maram,2,w,mitte,5
10603,Kai,2,m,mitte,3
10604,Mariella,2,w,mitte,8
10605,Kamal,2,m,mitte,5
10606,Marika,2,w,mitte,6
10607,Kartal,2,m,mitte,6
10608,Marion,2,w,mitte,6
10609,Kaspar,2,m,mitte,6
10610,Marleen,2,w,mitte,7
10611,Kemal,2,m,mitte,5
10612,Marlena,2,w,mitte,7
10613,Kenan,2,m,mitte,5
10614,Marta,2,w,mitte,5
10615,Khaled,2,m,mitte,6
10616,Martina,2,w,mitte,7
10617,Klaas,2,m,mitte,5
10618,Masal,2,w,mitte,5
10619,Kofi,2,m,mitte,4
10620,Mathilde,2,w,mitte,8
10621,Lazar,2,m,mitte,5
10622,Matilde,2,w,mitte,7
10623,Leano,2,m,mitte,5
10624,Medine,2,w,mitte,6
10625,Leif,2,m,mitte,4
10626,Melike,2,w,mitte,6
10627,Lennart,2,m,mitte,7
10628,Melis,2,w,mitte,5
10629,Leonel,2,m,mitte,6
10630,Menucha,2,w,mitte,7
10631,Leonidas,2,m,mitte,8
10632,Mercedes,2,w,mitte,8
10633,Lev,2,m,mitte,3
10634,Michalina,2,w,mitte,9
10635,Lewin,2,m,mitte,5
10636,Mihrimah,2,w,mitte,8
10637,Lias,2,m,mitte,4
10638,Milla,2,w,mitte,5
10639,Loki,2,m,mitte,4
10640,Minel,2,w,mitte,5
10641,Lorenz,2,m,mitte,6
10642,Minna,2,w,mitte,5
10643,Lorenzo,2,m,mitte,7
10644,Mohammed,2,w,mitte,8
10645,Lorik,2,m,mitte,5
10646,Mona,2,w,mitte,4
10647,Louie,2,m,mitte,5
10648,Nadia,2,w,mitte,5
10649,Luke,2,m,mitte,4
10650,Nadire,2,w,mitte,6
10651,Mads,2,m,mitte,4
10652,Nala,2,w,mitte,4
10653,Mahdi,2,m,mitte,5
10654,Nancy,2,w,mitte,5
10655,Maina,2,m,mitte,5
10656,Nataliya,2,w,mitte,8
10657,Majd,2,m,mitte,4
10658,Nathalie,2,w,mitte,8
10659,Marc,2,m,mitte,4
10660,Ngoc,2,w,mitte,4
10661,Marek,2,m,mitte,5
10662,Nico,2,w,mitte,4
10663,Mark,2,m,mitte,4
10664,Noor,2,w,mitte,4
10665,Maxime,2,m,mitte,6
10666,Noémie,2,w,mitte,6
10667,Mayar,2,m,mitte,5
10668,Ophelia,2,w,mitte,7
10669,Miguel,2,m,mitte,6
10670,Patricia,2,w,mitte,8
10671,Mihai,2,m,mitte,5
10672,Philine,2,w,mitte,7
10673,Mikael,2,m,mitte,6
10674,Philomena,2,w,mitte,9
10675,Miko,2,m,mitte,4
10676,Pola,2,w,mitte,4
10677,Milenov,2,m,mitte,7
10678,Polly,2,w,mitte,5
10679,Milo,2,m,mitte,4
10680,Quỳnh,2,w,mitte,5
10681,Mirac,2,m,mitte,5
10682,Rahel,2,w,mitte,5
10683,Miroslavov,2,m,mitte,10
10684,Remzi,2,w,mitte,5
10685,Mirza,2,m,mitte,5
10686,Roya,2,w,mitte,4
10687,Murat,2,m,mitte,5
10688,Ruby,2,w,mitte,4
10689,Musa,2,m,mitte,4
10690,Ruth,2,w,mitte,4
10691,Mussa,2,m,mitte,5
10692,Sabine,2,w,mitte,6
10693,Müslüm,2,m,mitte,6
10694,Safira,2,w,mitte,6
10695,Nam,2,m,mitte,3
10696,Salim,2,w,mitte,5
10697,Nico,2,m,mitte,4
10698,Salma,2,w,mitte,5
10699,Nikan,2,m,mitte,5
10700,Scham,2,w,mitte,5
10701,Nikola,2,m,mitte,6
10702,Selen,2,w,mitte,5
10703,Nikolas,2,m,mitte,7
10704,Sema,2,w,mitte,4
10705,Nikolaus,2,m,mitte,8
10706,Sevim,2,w,mitte,5
10707,Noam,2,m,mitte,4
10708,Silvana,2,w,mitte,7
10709,Nuno,2,m,mitte,4
10710,Simay,2,w,mitte,5
10711,Omer,2,m,mitte,4
10712,Sissi,2,w,mitte,5
10713,Othman,2,m,mitte,6
10714,Smilla,2,w,mitte,6
10715,Otis,2,m,mitte,4
10716,Sonja,2,w,mitte,5
10717,Oğuzhan,2,m,mitte,7
10718,Stefanova,2,w,mitte,9
10719,Pablo,2,m,mitte,5
10720,Sude,2,w,mitte,4
10721,Pete,2,m,mitte,4
10722,Sumaya,2,w,mitte,6
10723,Petkov,2,m,mitte,6
10724,Sundus,2,w,mitte,6
10725,Pham,2,m,mitte,4
10726,Sunny,2,w,mitte,5
10727,Philip,2,m,mitte,6
10728,Susanna,2,w,mitte,7
10729,Phillip,2,m,mitte,7
10730,Svea,2,w,mitte,4
10731,Ragnar,2,m,mitte,6
10732,Svenja,2,w,mitte,6
10733,Rahim,2,m,mitte,5
10734,Tamara,2,w,mitte,6
10735,Rami,2,m,mitte,4
10736,Tessa,2,w,mitte,5
10737,Remzi,2,m,mitte,5
10738,Thalia,2,w,mitte,6
10739,Rodrigues,2,m,mitte,9
10740,Thao,2,w,mitte,4
10741,Rolf,2,m,mitte,4
10742,Thea,2,w,mitte,4
10743,Roman,2,m,mitte,5
10744,Valentine,2,w,mitte,9
10745,Romeo,2,m,mitte,5
10746,Valeria,2,w,mitte,7
10747,Roni,2,m,mitte,4
10748,Vanesa,2,w,mitte,6
10749,Rumo,2,m,mitte,4
10750,Vanessa,2,w,mitte,7
10751,Ryan,2,m,mitte,4
10752,Veronica,2,w,mitte,8
10753,Salomon,2,m,mitte,7
10754,Vida,2,w,mitte,4
10755,Seyyid,2,m,mitte,6
10756,Vilde,2,w,mitte,5
10757,Shuhratbekovič,2,m,mitte,14
10758,Vivien,2,w,mitte,6
10759,Siegfried,2,m,mitte,9
10760,Wanda,2,w,mitte,5
10761,Sulaiman,2,m,mitte,8
10762,Wanjiku,2,w,mitte,7
10763,Tamino,2,m,mitte,6
10764,Wilhelmina,2,w,mitte,10
10765,Tammo,2,m,mitte,5
10766,Yael,2,w,mitte,4
10767,Tarkan,2,m,mitte,6
10768,Yüsra,2,w,mitte,5
10769,Thore,2,m,mitte,5
10770,Zora,2,w,mitte,4
10771,Théo,2,m,mitte,4
10772,Zoë,2,w,mitte,3
10773,Toprak,2,m,mitte,6
10774,Tran,2,m,mitte,4
10775,Trần,2,m,mitte,4
10776,Trọng,2,m,mitte,5
10777,Tufan,2,m,mitte,5
10778,Tyler,2,m,mitte,5
10779,Uwe,2,m,mitte,3
10780,Uğur,2,m,mitte,4
10781,Virzhiniev,2,m,mitte,10
10782,Vito,2,m,mitte,4
10783,Willem,2,m,mitte,6
10784,Wolf,2,m,mitte,4
10785,Wolfgang,2,m,mitte,8
10786,Yakub,2,m,mitte,5
10787,Yigit,2,m,mitte,5
10788,Yossef,2,m,mitte,6
10789,Yousef,2,m,mitte,6
10790,Zafer,2,m,mitte,5
10791,Zaki,2,m,mitte,4
10792,Zayn,2,m,mitte,4
10793,Émile,2,m,mitte,5
10794,Özcan,2,m,mitte,5
10796,Aalima,1,w,mitte,6
10797,Aaliyah-Joleen,1,w,mitte,14
10798,Abbeygail,1,w,mitte,9
10799,Abby,1,w,mitte,4
10800,Abdulhamid,1,w,mitte,10
10801,Abdussalam,1,w,mitte,10
10802,Abigaela,1,w,mitte,8
10803,Abigail,1,w,mitte,7
10804,Abir,1,w,mitte,4
10805,Abla,1,w,mitte,4
10806,Achieng,1,w,mitte,7
10807,Adel,1,w,mitte,4
10808,Adela,1,w,mitte,5
10809,Adelinde,1,w,mitte,8
10810,Adelisa-Angelina,1,w,mitte,16
10811,Adelya,1,w,mitte,6
10812,Adeyemi,1,w,mitte,7
10813,Adile,1,w,mitte,5
10814,Adina,1,w,mitte,5
10815,Adria,1,w,mitte,5
10816,Adriana,1,w,mitte,7
10817,Aaron-Elias,1,m,mitte,11
10818,Adussalam,1,w,mitte,9
10819,Aaron-John,1,m,mitte,10
10820,Adya,1,w,mitte,4
10821,Abdallah,1,m,mitte,8
10822,Afeefah,1,w,mitte,7
10823,Abdel-Malek,1,m,mitte,11
10824,Agathe,1,w,mitte,6
10825,Abdelhakim,1,m,mitte,10
10826,Agona,1,w,mitte,5
10827,Abdelrahim,1,m,mitte,10
10828,Aiacha,1,w,mitte,6
10829,Abdelrahman,1,m,mitte,11
10830,Aida,1,w,mitte,4
10831,Abdul,1,m,mitte,5
10832,Aimiede,1,w,mitte,7
10833,Abdulmajid,1,m,mitte,10
10834,Aisha,1,w,mitte,5
10835,Abdurahim,1,m,mitte,9
10836,Aissatou,1,w,mitte,8
10837,Abed,1,m,mitte,4
10838,Ajla,1,w,mitte,4
10839,Abeid,1,m,mitte,5
10840,Akosua,1,w,mitte,6
10841,Abiethe,1,m,mitte,7
10842,Al,1,w,mitte,2
10843,Abu,1,m,mitte,3
10844,Albekovna,1,w,mitte,9
10845,Abubakr,1,m,mitte,7
10846,Albenova,1,w,mitte,8
10847,Adama,1,m,mitte,5
10848,Albertina,1,w,mitte,9
10849,Adem,1,m,mitte,4
10850,Alea,1,w,mitte,4
10851,Ademola,1,m,mitte,7
10852,Aledji,1,w,mitte,6
10853,Adewumin,1,m,mitte,8
10854,Aleksandrova,1,w,mitte,12
10855,Adirw,1,m,mitte,5
10856,Alena,1,w,mitte,5
10857,Adrian-Arda,1,m,mitte,11
10858,Alesia,1,w,mitte,6
10859,Adriano,1,m,mitte,7
10860,Alessija,1,w,mitte,8
10861,Adrijan,1,m,mitte,7
10862,Alex,1,w,mitte,4
10863,Adrián,1,m,mitte,6
10864,Alexandrina,1,w,mitte,11
10865,Adé,1,m,mitte,3
10866,Alexia,1,w,mitte,6
10867,Agit,1,m,mitte,4
10868,Alia,1,w,mitte,4
10869,Ahir,1,m,mitte,4
10870,Alicja,1,w,mitte,6
10871,Ahmedovič,1,m,mitte,9
10872,Alida,1,w,mitte,5
10873,Aideel,1,m,mitte,6
10874,Alijana,1,w,mitte,7
10875,Aizeldin,1,m,mitte,8
10876,Aliki,1,w,mitte,5
10877,Ajdin,1,m,mitte,5
10878,Alisha,1,w,mitte,6
10879,Akando,1,m,mitte,6
10880,Alison,1,w,mitte,6
10881,Akbar,1,m,mitte,5
10882,Aliya,1,w,mitte,5
10883,Akoye,1,m,mitte,5
10884,Aljaili,1,w,mitte,7
10885,Aksel,1,m,mitte,5
10886,Allah,1,w,mitte,5
10887,Al,1,m,mitte,2
10888,Allen,1,w,mitte,5
10889,Alabden,1,m,mitte,7
10890,Ally,1,w,mitte,4
10891,Alaga,1,m,mitte,5
10892,Almedina,1,w,mitte,8
10893,Alberto,1,m,mitte,7
10894,Almila,1,w,mitte,6
10895,Aldo,1,m,mitte,4
10896,Almina,1,w,mitte,6
10897,Alehhandro,1,m,mitte,10
10898,Alya,1,w,mitte,4
10899,Alejandro,1,m,mitte,9
10900,Alyara,1,w,mitte,6
10901,Aleksandrov,1,m,mitte,11
